"Order_Date_SK";"Fiscal_Year";"Fiscal_Quarter";"Fiscal_Month";"Fiscal_Week";"Fiscal_Day";"Calendar_Year";"Calendar_Quarter";"Calendar_Month";"Calendar_Week";"Calendar_Day";"Order_Date"
708;2007;3;7;10;10;2006;4;11;45;10;"2006-11-10 00:00:00"
709;2007;3;7;10;11;2006;4;11;45;11;"2006-11-11 00:00:00"
710;2007;3;7;11;12;2006;4;11;46;12;"2006-11-12 00:00:00"
711;2007;3;7;11;13;2006;4;11;46;13;"2006-11-13 00:00:00"
712;2007;3;7;11;14;2006;4;11;46;14;"2006-11-14 00:00:00"
713;2007;3;7;11;15;2006;4;11;46;15;"2006-11-15 00:00:00"
714;2007;3;7;11;16;2006;4;11;46;16;"2006-11-16 00:00:00"
715;2007;3;7;11;17;2006;4;11;46;17;"2006-11-17 00:00:00"
716;2007;3;7;11;18;2006;4;11;46;18;"2006-11-18 00:00:00"
717;2007;3;7;12;19;2006;4;11;47;19;"2006-11-19 00:00:00"
718;2007;3;7;12;20;2006;4;11;47;20;"2006-11-20 00:00:00"
719;2007;3;7;12;21;2006;4;11;47;21;"2006-11-21 00:00:00"
720;2007;3;7;12;22;2006;4;11;47;22;"2006-11-22 00:00:00"
721;2007;3;7;12;23;2006;4;11;47;23;"2006-11-23 00:00:00"
722;2007;3;7;12;24;2006;4;11;47;24;"2006-11-24 00:00:00"
723;2007;3;7;12;25;2006;4;11;47;25;"2006-11-25 00:00:00"
724;2007;3;7;13;26;2006;4;11;48;26;"2006-11-26 00:00:00"
725;2007;3;7;13;27;2006;4;11;48;27;"2006-11-27 00:00:00"
726;2007;3;7;13;28;2006;4;11;48;28;"2006-11-28 00:00:00"
727;2007;3;7;13;29;2006;4;11;48;29;"2006-11-29 00:00:00"
728;2007;3;7;13;30;2006;4;11;48;30;"2006-11-30 00:00:00"
729;2007;3;8;13;1;2006;4;12;48;1;"2006-12-01 00:00:00"
730;2007;3;8;13;2;2006;4;12;48;2;"2006-12-02 00:00:00"
731;2007;3;8;14;3;2006;4;12;49;3;"2006-12-03 00:00:00"
732;2007;3;8;14;4;2006;4;12;49;4;"2006-12-04 00:00:00"
733;2007;3;8;14;5;2006;4;12;49;5;"2006-12-05 00:00:00"
734;2007;3;8;14;6;2006;4;12;49;6;"2006-12-06 00:00:00"
735;2007;3;8;14;7;2006;4;12;49;7;"2006-12-07 00:00:00"
736;2007;3;8;14;8;2006;4;12;49;8;"2006-12-08 00:00:00"
737;2007;3;8;14;9;2006;4;12;49;9;"2006-12-09 00:00:00"
738;2007;3;8;15;10;2006;4;12;50;10;"2006-12-10 00:00:00"
739;2007;3;8;15;11;2006;4;12;50;11;"2006-12-11 00:00:00"
740;2007;3;8;15;12;2006;4;12;50;12;"2006-12-12 00:00:00"
741;2007;3;8;15;13;2006;4;12;50;13;"2006-12-13 00:00:00"
742;2007;3;8;15;14;2006;4;12;50;14;"2006-12-14 00:00:00"
743;2007;3;8;15;15;2006;4;12;50;15;"2006-12-15 00:00:00"
744;2007;3;8;15;16;2006;4;12;50;16;"2006-12-16 00:00:00"
745;2007;3;8;16;17;2006;4;12;51;17;"2006-12-17 00:00:00"
746;2007;3;8;16;18;2006;4;12;51;18;"2006-12-18 00:00:00"
747;2007;3;8;16;19;2006;4;12;51;19;"2006-12-19 00:00:00"
748;2007;3;8;16;20;2006;4;12;51;20;"2006-12-20 00:00:00"
749;2007;3;8;16;21;2006;4;12;51;21;"2006-12-21 00:00:00"
750;2007;3;8;16;22;2006;4;12;51;22;"2006-12-22 00:00:00"
751;2007;3;8;16;23;2006;4;12;51;23;"2006-12-23 00:00:00"
752;2007;3;8;17;24;2006;4;12;52;24;"2006-12-24 00:00:00"
753;2007;3;8;17;25;2006;4;12;52;25;"2006-12-25 00:00:00"
754;2007;3;8;17;26;2006;4;12;52;26;"2006-12-26 00:00:00"
755;2007;3;8;17;27;2006;4;12;52;27;"2006-12-27 00:00:00"
756;2007;3;8;17;28;2006;4;12;52;28;"2006-12-28 00:00:00"
757;2007;3;8;17;29;2006;4;12;52;29;"2006-12-29 00:00:00"
758;2007;3;8;17;30;2006;4;12;52;30;"2006-12-30 00:00:00"
759;2007;3;8;18;31;2006;4;12;1;31;"2006-12-31 00:00:00"
760;2007;3;9;18;1;2007;1;1;1;1;"2007-01-01 00:00:00"
761;2007;3;9;18;2;2007;1;1;1;2;"2007-01-02 00:00:00"
762;2007;3;9;18;3;2007;1;1;1;3;"2007-01-03 00:00:00"
763;2007;3;9;18;4;2007;1;1;1;4;"2007-01-04 00:00:00"
764;2007;3;9;18;5;2007;1;1;1;5;"2007-01-05 00:00:00"
765;2007;3;9;18;6;2007;1;1;1;6;"2007-01-06 00:00:00"
766;2007;3;9;19;7;2007;1;1;2;7;"2007-01-07 00:00:00"
767;2007;3;9;19;8;2007;1;1;2;8;"2007-01-08 00:00:00"
768;2007;3;9;19;9;2007;1;1;2;9;"2007-01-09 00:00:00"
769;2007;3;9;19;10;2007;1;1;2;10;"2007-01-10 00:00:00"
770;2007;3;9;19;11;2007;1;1;2;11;"2007-01-11 00:00:00"
771;2007;3;9;19;12;2007;1;1;2;12;"2007-01-12 00:00:00"
772;2007;3;9;19;13;2007;1;1;2;13;"2007-01-13 00:00:00"
773;2007;3;9;20;14;2007;1;1;3;14;"2007-01-14 00:00:00"
774;2007;3;9;20;15;2007;1;1;3;15;"2007-01-15 00:00:00"
775;2007;3;9;20;16;2007;1;1;3;16;"2007-01-16 00:00:00"
776;2007;3;9;20;17;2007;1;1;3;17;"2007-01-17 00:00:00"
777;2007;3;9;20;18;2007;1;1;3;18;"2007-01-18 00:00:00"
778;2007;3;9;20;19;2007;1;1;3;19;"2007-01-19 00:00:00"
779;2007;3;9;20;20;2007;1;1;3;20;"2007-01-20 00:00:00"
780;2007;3;9;21;21;2007;1;1;4;21;"2007-01-21 00:00:00"
781;2007;3;9;21;22;2007;1;1;4;22;"2007-01-22 00:00:00"
782;2007;3;9;21;23;2007;1;1;4;23;"2007-01-23 00:00:00"
783;2007;3;9;21;24;2007;1;1;4;24;"2007-01-24 00:00:00"
784;2007;3;9;21;25;2007;1;1;4;25;"2007-01-25 00:00:00"
785;2007;3;9;21;26;2007;1;1;4;26;"2007-01-26 00:00:00"
786;2007;3;9;21;27;2007;1;1;4;27;"2007-01-27 00:00:00"
787;2007;3;9;22;28;2007;1;1;5;28;"2007-01-28 00:00:00"
788;2007;3;9;22;29;2007;1;1;5;29;"2007-01-29 00:00:00"
789;2007;3;9;22;30;2007;1;1;5;30;"2007-01-30 00:00:00"
790;2007;3;9;22;31;2007;1;1;5;31;"2007-01-31 00:00:00"
791;2007;4;10;22;1;2007;1;2;5;1;"2007-02-01 00:00:00"
792;2007;4;10;22;2;2007;1;2;5;2;"2007-02-02 00:00:00"
793;2007;4;10;22;3;2007;1;2;5;3;"2007-02-03 00:00:00"
794;2007;4;10;23;4;2007;1;2;6;4;"2007-02-04 00:00:00"
795;2007;4;10;23;5;2007;1;2;6;5;"2007-02-05 00:00:00"
796;2007;4;10;23;6;2007;1;2;6;6;"2007-02-06 00:00:00"
797;2007;4;10;23;7;2007;1;2;6;7;"2007-02-07 00:00:00"
798;2007;4;10;23;8;2007;1;2;6;8;"2007-02-08 00:00:00"
799;2007;4;10;23;9;2007;1;2;6;9;"2007-02-09 00:00:00"
800;2007;4;10;23;10;2007;1;2;6;10;"2007-02-10 00:00:00"
801;2007;4;10;24;11;2007;1;2;7;11;"2007-02-11 00:00:00"
802;2007;4;10;24;12;2007;1;2;7;12;"2007-02-12 00:00:00"
803;2007;4;10;24;13;2007;1;2;7;13;"2007-02-13 00:00:00"
804;2007;4;10;24;14;2007;1;2;7;14;"2007-02-14 00:00:00"
805;2007;4;10;24;15;2007;1;2;7;15;"2007-02-15 00:00:00"
806;2007;4;10;24;16;2007;1;2;7;16;"2007-02-16 00:00:00"
807;2007;4;10;24;17;2007;1;2;7;17;"2007-02-17 00:00:00"
808;2007;4;10;25;18;2007;1;2;8;18;"2007-02-18 00:00:00"
809;2007;4;10;25;19;2007;1;2;8;19;"2007-02-19 00:00:00"
810;2007;4;10;25;20;2007;1;2;8;20;"2007-02-20 00:00:00"
811;2007;4;10;25;21;2007;1;2;8;21;"2007-02-21 00:00:00"
812;2007;4;10;25;22;2007;1;2;8;22;"2007-02-22 00:00:00"
813;2007;4;10;25;23;2007;1;2;8;23;"2007-02-23 00:00:00"
814;2007;4;10;25;24;2007;1;2;8;24;"2007-02-24 00:00:00"
815;2007;4;10;26;25;2007;1;2;9;25;"2007-02-25 00:00:00"
816;2007;4;10;26;26;2007;1;2;9;26;"2007-02-26 00:00:00"
817;2007;4;10;26;27;2007;1;2;9;27;"2007-02-27 00:00:00"
818;2007;4;10;26;28;2007;1;2;9;28;"2007-02-28 00:00:00"
819;2007;4;11;26;1;2007;1;3;9;1;"2007-03-01 00:00:00"
820;2007;4;11;26;2;2007;1;3;9;2;"2007-03-02 00:00:00"
821;2007;4;11;26;3;2007;1;3;9;3;"2007-03-03 00:00:00"
822;2007;4;11;27;4;2007;1;3;10;4;"2007-03-04 00:00:00"
823;2007;4;11;27;5;2007;1;3;10;5;"2007-03-05 00:00:00"
824;2007;4;11;27;6;2007;1;3;10;6;"2007-03-06 00:00:00"
825;2007;4;11;27;7;2007;1;3;10;7;"2007-03-07 00:00:00"
826;2007;4;11;27;8;2007;1;3;10;8;"2007-03-08 00:00:00"
827;2007;4;11;27;9;2007;1;3;10;9;"2007-03-09 00:00:00"
828;2007;4;11;27;10;2007;1;3;10;10;"2007-03-10 00:00:00"
829;2007;4;11;28;11;2007;1;3;11;11;"2007-03-11 00:00:00"
830;2007;4;11;28;12;2007;1;3;11;12;"2007-03-12 00:00:00"
831;2007;4;11;28;13;2007;1;3;11;13;"2007-03-13 00:00:00"
832;2007;4;11;28;14;2007;1;3;11;14;"2007-03-14 00:00:00"
833;2007;4;11;28;15;2007;1;3;11;15;"2007-03-15 00:00:00"
834;2007;4;11;28;16;2007;1;3;11;16;"2007-03-16 00:00:00"
835;2007;4;11;28;17;2007;1;3;11;17;"2007-03-17 00:00:00"
836;2007;4;11;29;18;2007;1;3;12;18;"2007-03-18 00:00:00"
837;2007;4;11;29;19;2007;1;3;12;19;"2007-03-19 00:00:00"
838;2007;4;11;29;20;2007;1;3;12;20;"2007-03-20 00:00:00"
839;2007;4;11;29;21;2007;1;3;12;21;"2007-03-21 00:00:00"
840;2007;4;11;29;22;2007;1;3;12;22;"2007-03-22 00:00:00"
841;2007;4;11;29;23;2007;1;3;12;23;"2007-03-23 00:00:00"
842;2007;4;11;29;24;2007;1;3;12;24;"2007-03-24 00:00:00"
843;2007;4;11;30;25;2007;1;3;13;25;"2007-03-25 00:00:00"
844;2007;4;11;30;26;2007;1;3;13;26;"2007-03-26 00:00:00"
845;2007;4;11;30;27;2007;1;3;13;27;"2007-03-27 00:00:00"
846;2007;4;11;30;28;2007;1;3;13;28;"2007-03-28 00:00:00"
847;2007;4;11;30;29;2007;1;3;13;29;"2007-03-29 00:00:00"
848;2007;4;11;30;30;2007;1;3;13;30;"2007-03-30 00:00:00"
849;2007;4;11;30;31;2007;1;3;13;31;"2007-03-31 00:00:00"
850;2007;4;12;31;1;2007;2;4;14;1;"2007-04-01 00:00:00"
851;2007;4;12;31;2;2007;2;4;14;2;"2007-04-02 00:00:00"
852;2007;4;12;31;3;2007;2;4;14;3;"2007-04-03 00:00:00"
853;2007;4;12;31;4;2007;2;4;14;4;"2007-04-04 00:00:00"
854;2007;4;12;31;5;2007;2;4;14;5;"2007-04-05 00:00:00"
855;2007;4;12;31;6;2007;2;4;14;6;"2007-04-06 00:00:00"
856;2007;4;12;31;7;2007;2;4;14;7;"2007-04-07 00:00:00"
857;2007;4;12;32;8;2007;2;4;15;8;"2007-04-08 00:00:00"
858;2007;4;12;32;9;2007;2;4;15;9;"2007-04-09 00:00:00"
859;2007;4;12;32;10;2007;2;4;15;10;"2007-04-10 00:00:00"
860;2007;4;12;32;11;2007;2;4;15;11;"2007-04-11 00:00:00"
861;2007;4;12;32;12;2007;2;4;15;12;"2007-04-12 00:00:00"
862;2007;4;12;32;13;2007;2;4;15;13;"2007-04-13 00:00:00"
863;2007;4;12;32;14;2007;2;4;15;14;"2007-04-14 00:00:00"
864;2007;4;12;33;15;2007;2;4;16;15;"2007-04-15 00:00:00"
865;2007;4;12;33;16;2007;2;4;16;16;"2007-04-16 00:00:00"
866;2007;4;12;33;17;2007;2;4;16;17;"2007-04-17 00:00:00"
867;2007;4;12;33;18;2007;2;4;16;18;"2007-04-18 00:00:00"
868;2007;4;12;33;19;2007;2;4;16;19;"2007-04-19 00:00:00"
869;2007;4;12;33;20;2007;2;4;16;20;"2007-04-20 00:00:00"
870;2007;4;12;33;21;2007;2;4;16;21;"2007-04-21 00:00:00"
871;2007;4;12;34;22;2007;2;4;17;22;"2007-04-22 00:00:00"
872;2007;4;12;34;23;2007;2;4;17;23;"2007-04-23 00:00:00"
873;2007;4;12;34;24;2007;2;4;17;24;"2007-04-24 00:00:00"
874;2007;4;12;34;25;2007;2;4;17;25;"2007-04-25 00:00:00"
875;2007;4;12;34;26;2007;2;4;17;26;"2007-04-26 00:00:00"
876;2007;4;12;34;27;2007;2;4;17;27;"2007-04-27 00:00:00"
877;2007;4;12;34;28;2007;2;4;17;28;"2007-04-28 00:00:00"
878;2007;4;12;35;29;2007;2;4;18;29;"2007-04-29 00:00:00"
879;2007;4;12;35;30;2007;2;4;18;30;"2007-04-30 00:00:00"
880;2008;1;1;35;1;2007;2;5;18;1;"2007-05-01 00:00:00"
881;2008;1;1;35;2;2007;2;5;18;2;"2007-05-02 00:00:00"
882;2008;1;1;35;3;2007;2;5;18;3;"2007-05-03 00:00:00"
883;2008;1;1;35;4;2007;2;5;18;4;"2007-05-04 00:00:00"
884;2008;1;1;35;5;2007;2;5;18;5;"2007-05-05 00:00:00"
885;2008;1;1;36;6;2007;2;5;19;6;"2007-05-06 00:00:00"
886;2008;1;1;36;7;2007;2;5;19;7;"2007-05-07 00:00:00"
887;2008;1;1;36;8;2007;2;5;19;8;"2007-05-08 00:00:00"
888;2008;1;1;36;9;2007;2;5;19;9;"2007-05-09 00:00:00"
889;2008;1;1;36;10;2007;2;5;19;10;"2007-05-10 00:00:00"
890;2008;1;1;36;11;2007;2;5;19;11;"2007-05-11 00:00:00"
891;2008;1;1;36;12;2007;2;5;19;12;"2007-05-12 00:00:00"
892;2008;1;1;37;13;2007;2;5;20;13;"2007-05-13 00:00:00"
893;2008;1;1;37;14;2007;2;5;20;14;"2007-05-14 00:00:00"
894;2008;1;1;37;15;2007;2;5;20;15;"2007-05-15 00:00:00"
895;2008;1;1;37;16;2007;2;5;20;16;"2007-05-16 00:00:00"
896;2008;1;1;37;17;2007;2;5;20;17;"2007-05-17 00:00:00"
897;2008;1;1;37;18;2007;2;5;20;18;"2007-05-18 00:00:00"
898;2008;1;1;37;19;2007;2;5;20;19;"2007-05-19 00:00:00"
899;2008;1;1;38;20;2007;2;5;21;20;"2007-05-20 00:00:00"
900;2008;1;1;38;21;2007;2;5;21;21;"2007-05-21 00:00:00"
901;2008;1;1;38;22;2007;2;5;21;22;"2007-05-22 00:00:00"
902;2008;1;1;38;23;2007;2;5;21;23;"2007-05-23 00:00:00"
903;2008;1;1;38;24;2007;2;5;21;24;"2007-05-24 00:00:00"
904;2008;1;1;38;25;2007;2;5;21;25;"2007-05-25 00:00:00"
905;2008;1;1;38;26;2007;2;5;21;26;"2007-05-26 00:00:00"
906;2008;1;1;39;27;2007;2;5;22;27;"2007-05-27 00:00:00"
907;2008;1;1;39;28;2007;2;5;22;28;"2007-05-28 00:00:00"
908;2008;1;1;39;29;2007;2;5;22;29;"2007-05-29 00:00:00"
909;2008;1;1;39;30;2007;2;5;22;30;"2007-05-30 00:00:00"
910;2008;1;1;39;31;2007;2;5;22;31;"2007-05-31 00:00:00"
911;2008;1;2;39;1;2007;2;6;22;1;"2007-06-01 00:00:00"
912;2008;1;2;39;2;2007;2;6;22;2;"2007-06-02 00:00:00"
913;2008;1;2;40;3;2007;2;6;23;3;"2007-06-03 00:00:00"
914;2008;1;2;40;4;2007;2;6;23;4;"2007-06-04 00:00:00"
915;2008;1;2;40;5;2007;2;6;23;5;"2007-06-05 00:00:00"
916;2008;1;2;40;6;2007;2;6;23;6;"2007-06-06 00:00:00"
917;2008;1;2;40;7;2007;2;6;23;7;"2007-06-07 00:00:00"
918;2008;1;2;40;8;2007;2;6;23;8;"2007-06-08 00:00:00"
919;2008;1;2;40;9;2007;2;6;23;9;"2007-06-09 00:00:00"
920;2008;1;2;41;10;2007;2;6;24;10;"2007-06-10 00:00:00"
921;2008;1;2;41;11;2007;2;6;24;11;"2007-06-11 00:00:00"
922;2008;1;2;41;12;2007;2;6;24;12;"2007-06-12 00:00:00"
923;2008;1;2;41;13;2007;2;6;24;13;"2007-06-13 00:00:00"
924;2008;1;2;41;14;2007;2;6;24;14;"2007-06-14 00:00:00"
925;2008;1;2;41;15;2007;2;6;24;15;"2007-06-15 00:00:00"
926;2008;1;2;41;16;2007;2;6;24;16;"2007-06-16 00:00:00"
927;2008;1;2;42;17;2007;2;6;25;17;"2007-06-17 00:00:00"
928;2008;1;2;42;18;2007;2;6;25;18;"2007-06-18 00:00:00"
929;2008;1;2;42;19;2007;2;6;25;19;"2007-06-19 00:00:00"
930;2008;1;2;42;20;2007;2;6;25;20;"2007-06-20 00:00:00"
931;2008;1;2;42;21;2007;2;6;25;21;"2007-06-21 00:00:00"
932;2008;1;2;42;22;2007;2;6;25;22;"2007-06-22 00:00:00"
933;2008;1;2;42;23;2007;2;6;25;23;"2007-06-23 00:00:00"
934;2008;1;2;43;24;2007;2;6;26;24;"2007-06-24 00:00:00"
935;2008;1;2;43;25;2007;2;6;26;25;"2007-06-25 00:00:00"
936;2008;1;2;43;26;2007;2;6;26;26;"2007-06-26 00:00:00"
937;2008;1;2;43;27;2007;2;6;26;27;"2007-06-27 00:00:00"
938;2008;1;2;43;28;2007;2;6;26;28;"2007-06-28 00:00:00"
939;2008;1;2;43;29;2007;2;6;26;29;"2007-06-29 00:00:00"
940;2008;1;2;43;30;2007;2;6;26;30;"2007-06-30 00:00:00"
941;2008;1;3;44;1;2007;3;7;27;1;"2007-07-01 00:00:00"
942;2008;1;3;44;2;2007;3;7;27;2;"2007-07-02 00:00:00"
943;2008;1;3;44;3;2007;3;7;27;3;"2007-07-03 00:00:00"
944;2008;1;3;44;4;2007;3;7;27;4;"2007-07-04 00:00:00"
945;2008;1;3;44;5;2007;3;7;27;5;"2007-07-05 00:00:00"
946;2008;1;3;44;6;2007;3;7;27;6;"2007-07-06 00:00:00"
947;2008;1;3;44;7;2007;3;7;27;7;"2007-07-07 00:00:00"
948;2008;1;3;45;8;2007;3;7;28;8;"2007-07-08 00:00:00"
949;2008;1;3;45;9;2007;3;7;28;9;"2007-07-09 00:00:00"
950;2008;1;3;45;10;2007;3;7;28;10;"2007-07-10 00:00:00"
951;2008;1;3;45;11;2007;3;7;28;11;"2007-07-11 00:00:00"
952;2008;1;3;45;12;2007;3;7;28;12;"2007-07-12 00:00:00"
953;2008;1;3;45;13;2007;3;7;28;13;"2007-07-13 00:00:00"
954;2008;1;3;45;14;2007;3;7;28;14;"2007-07-14 00:00:00"
955;2008;1;3;46;15;2007;3;7;29;15;"2007-07-15 00:00:00"
956;2008;1;3;46;16;2007;3;7;29;16;"2007-07-16 00:00:00"
957;2008;1;3;46;17;2007;3;7;29;17;"2007-07-17 00:00:00"
958;2008;1;3;46;18;2007;3;7;29;18;"2007-07-18 00:00:00"
959;2008;1;3;46;19;2007;3;7;29;19;"2007-07-19 00:00:00"
960;2008;1;3;46;20;2007;3;7;29;20;"2007-07-20 00:00:00"
961;2008;1;3;46;21;2007;3;7;29;21;"2007-07-21 00:00:00"
962;2008;1;3;47;22;2007;3;7;30;22;"2007-07-22 00:00:00"
963;2008;1;3;47;23;2007;3;7;30;23;"2007-07-23 00:00:00"
964;2008;1;3;47;24;2007;3;7;30;24;"2007-07-24 00:00:00"
965;2008;1;3;47;25;2007;3;7;30;25;"2007-07-25 00:00:00"
966;2008;1;3;47;26;2007;3;7;30;26;"2007-07-26 00:00:00"
967;2008;1;3;47;27;2007;3;7;30;27;"2007-07-27 00:00:00"
968;2008;1;3;47;28;2007;3;7;30;28;"2007-07-28 00:00:00"
969;2008;1;3;48;29;2007;3;7;31;29;"2007-07-29 00:00:00"
970;2008;1;3;48;30;2007;3;7;31;30;"2007-07-30 00:00:00"
971;2008;1;3;48;31;2007;3;7;31;31;"2007-07-31 00:00:00"
972;2008;2;4;48;1;2007;3;8;31;1;"2007-08-01 00:00:00"
973;2008;2;4;48;2;2007;3;8;31;2;"2007-08-02 00:00:00"
974;2008;2;4;48;3;2007;3;8;31;3;"2007-08-03 00:00:00"
975;2008;2;4;48;4;2007;3;8;31;4;"2007-08-04 00:00:00"
976;2008;2;4;49;5;2007;3;8;32;5;"2007-08-05 00:00:00"
977;2008;2;4;49;6;2007;3;8;32;6;"2007-08-06 00:00:00"
978;2008;2;4;49;7;2007;3;8;32;7;"2007-08-07 00:00:00"
979;2008;2;4;49;8;2007;3;8;32;8;"2007-08-08 00:00:00"
980;2008;2;4;49;9;2007;3;8;32;9;"2007-08-09 00:00:00"
981;2008;2;4;49;10;2007;3;8;32;10;"2007-08-10 00:00:00"
982;2008;2;4;49;11;2007;3;8;32;11;"2007-08-11 00:00:00"
983;2008;2;4;50;12;2007;3;8;33;12;"2007-08-12 00:00:00"
984;2008;2;4;50;13;2007;3;8;33;13;"2007-08-13 00:00:00"
985;2008;2;4;50;14;2007;3;8;33;14;"2007-08-14 00:00:00"
986;2008;2;4;50;15;2007;3;8;33;15;"2007-08-15 00:00:00"
987;2008;2;4;50;16;2007;3;8;33;16;"2007-08-16 00:00:00"
988;2008;2;4;50;17;2007;3;8;33;17;"2007-08-17 00:00:00"
989;2008;2;4;50;18;2007;3;8;33;18;"2007-08-18 00:00:00"
990;2008;2;4;51;19;2007;3;8;34;19;"2007-08-19 00:00:00"
991;2008;2;4;51;20;2007;3;8;34;20;"2007-08-20 00:00:00"
992;2008;2;4;51;21;2007;3;8;34;21;"2007-08-21 00:00:00"
993;2008;2;4;51;22;2007;3;8;34;22;"2007-08-22 00:00:00"
994;2008;2;4;51;23;2007;3;8;34;23;"2007-08-23 00:00:00"
995;2008;2;4;51;24;2007;3;8;34;24;"2007-08-24 00:00:00"
996;2008;2;4;51;25;2007;3;8;34;25;"2007-08-25 00:00:00"
997;2008;2;4;52;26;2007;3;8;35;26;"2007-08-26 00:00:00"
998;2008;2;4;52;27;2007;3;8;35;27;"2007-08-27 00:00:00"
999;2008;2;4;52;28;2007;3;8;35;28;"2007-08-28 00:00:00"
1000;2008;2;4;52;29;2007;3;8;35;29;"2007-08-29 00:00:00"
1001;2008;2;4;52;30;2007;3;8;35;30;"2007-08-30 00:00:00"
1002;2008;2;4;52;31;2007;3;8;35;31;"2007-08-31 00:00:00"
1003;2008;2;5;52;1;2007;3;9;35;1;"2007-09-01 00:00:00"
1004;2008;2;5;1;2;2007;3;9;36;2;"2007-09-02 00:00:00"
1005;2008;2;5;1;3;2007;3;9;36;3;"2007-09-03 00:00:00"
1006;2008;2;5;1;4;2007;3;9;36;4;"2007-09-04 00:00:00"
1007;2008;2;5;1;5;2007;3;9;36;5;"2007-09-05 00:00:00"
1008;2008;2;5;1;6;2007;3;9;36;6;"2007-09-06 00:00:00"
1009;2008;2;5;1;7;2007;3;9;36;7;"2007-09-07 00:00:00"
1010;2008;2;5;1;8;2007;3;9;36;8;"2007-09-08 00:00:00"
1011;2008;2;5;2;9;2007;3;9;37;9;"2007-09-09 00:00:00"
1012;2008;2;5;2;10;2007;3;9;37;10;"2007-09-10 00:00:00"
1013;2008;2;5;2;11;2007;3;9;37;11;"2007-09-11 00:00:00"
1014;2008;2;5;2;12;2007;3;9;37;12;"2007-09-12 00:00:00"
1015;2008;2;5;2;13;2007;3;9;37;13;"2007-09-13 00:00:00"
1016;2008;2;5;2;14;2007;3;9;37;14;"2007-09-14 00:00:00"
1017;2008;2;5;2;15;2007;3;9;37;15;"2007-09-15 00:00:00"
1018;2008;2;5;3;16;2007;3;9;38;16;"2007-09-16 00:00:00"
1019;2008;2;5;3;17;2007;3;9;38;17;"2007-09-17 00:00:00"
1020;2008;2;5;3;18;2007;3;9;38;18;"2007-09-18 00:00:00"
1021;2008;2;5;3;19;2007;3;9;38;19;"2007-09-19 00:00:00"
1022;2008;2;5;3;20;2007;3;9;38;20;"2007-09-20 00:00:00"
1023;2008;2;5;3;21;2007;3;9;38;21;"2007-09-21 00:00:00"
1024;2008;2;5;3;22;2007;3;9;38;22;"2007-09-22 00:00:00"
1025;2008;2;5;4;23;2007;3;9;39;23;"2007-09-23 00:00:00"
1026;2008;2;5;4;24;2007;3;9;39;24;"2007-09-24 00:00:00"
1027;2008;2;5;4;25;2007;3;9;39;25;"2007-09-25 00:00:00"
1028;2008;2;5;4;26;2007;3;9;39;26;"2007-09-26 00:00:00"
1029;2008;2;5;4;27;2007;3;9;39;27;"2007-09-27 00:00:00"
1030;2008;2;5;4;28;2007;3;9;39;28;"2007-09-28 00:00:00"
1031;2008;2;5;4;29;2007;3;9;39;29;"2007-09-29 00:00:00"
1032;2008;2;5;5;30;2007;3;9;40;30;"2007-09-30 00:00:00"
1033;2008;2;6;5;1;2007;4;10;40;1;"2007-10-01 00:00:00"
1034;2008;2;6;5;2;2007;4;10;40;2;"2007-10-02 00:00:00"
1035;2008;2;6;5;3;2007;4;10;40;3;"2007-10-03 00:00:00"
1036;2008;2;6;5;4;2007;4;10;40;4;"2007-10-04 00:00:00"
1037;2008;2;6;5;5;2007;4;10;40;5;"2007-10-05 00:00:00"
1038;2008;2;6;5;6;2007;4;10;40;6;"2007-10-06 00:00:00"
1039;2008;2;6;6;7;2007;4;10;41;7;"2007-10-07 00:00:00"
1040;2008;2;6;6;8;2007;4;10;41;8;"2007-10-08 00:00:00"
1041;2008;2;6;6;9;2007;4;10;41;9;"2007-10-09 00:00:00"
1042;2008;2;6;6;10;2007;4;10;41;10;"2007-10-10 00:00:00"
1043;2008;2;6;6;11;2007;4;10;41;11;"2007-10-11 00:00:00"
1044;2008;2;6;6;12;2007;4;10;41;12;"2007-10-12 00:00:00"
1045;2008;2;6;6;13;2007;4;10;41;13;"2007-10-13 00:00:00"
1046;2008;2;6;7;14;2007;4;10;42;14;"2007-10-14 00:00:00"
1047;2008;2;6;7;15;2007;4;10;42;15;"2007-10-15 00:00:00"
1048;2008;2;6;7;16;2007;4;10;42;16;"2007-10-16 00:00:00"
1049;2008;2;6;7;17;2007;4;10;42;17;"2007-10-17 00:00:00"
1050;2008;2;6;7;18;2007;4;10;42;18;"2007-10-18 00:00:00"
1051;2008;2;6;7;19;2007;4;10;42;19;"2007-10-19 00:00:00"
1052;2008;2;6;7;20;2007;4;10;42;20;"2007-10-20 00:00:00"
1053;2008;2;6;8;21;2007;4;10;43;21;"2007-10-21 00:00:00"
1054;2008;2;6;8;22;2007;4;10;43;22;"2007-10-22 00:00:00"
1055;2008;2;6;8;23;2007;4;10;43;23;"2007-10-23 00:00:00"
1056;2008;2;6;8;24;2007;4;10;43;24;"2007-10-24 00:00:00"
1057;2008;2;6;8;25;2007;4;10;43;25;"2007-10-25 00:00:00"
1058;2008;2;6;8;26;2007;4;10;43;26;"2007-10-26 00:00:00"
1059;2008;2;6;8;27;2007;4;10;43;27;"2007-10-27 00:00:00"
1060;2008;2;6;9;28;2007;4;10;44;28;"2007-10-28 00:00:00"
1061;2008;2;6;9;29;2007;4;10;44;29;"2007-10-29 00:00:00"
