invoice;salesDate;qty;discounted;Customer_ID;Product_ID;SALES
35518;04/10/10;129;0;6; 57;31089.0
35523;28/10/10;56;0;34; 57;13496.0
35534;31/03/10;42;0;30; 57;10122.0
35542;11/07/07;87;0;18; 57;20967.0
35649;15/08/05;169;0;21; 57;40729.0
35679;22/11/05;139;0;38; 57;33499.0
35701;18/01/05;187;0;14; 57;45067.0
35719;22/06/05;166;0;12; 57;40006.0
35774;16/10/07;30;0;15; 57;7230.0
35880;22/02/10;188;0;28; 57;45308.0
35929;12/08/07;26;0;38; 57;6266.0
35965;10/06/10;15;0;24; 57;3615.0
36230;23/06/06;179;0;13; 57;43139.0
36237;29/04/09;66;0;24; 57;15906.0
36254;07/10/10;41;0;12; 57;9881.0
36406;06/02/05;120;0;3; 57;28920.0
36425;23/06/08;175;0;16; 57;42175.0
36437;06/08/09;185;0;9; 57;44585.0
36519;23/10/08;89;0;3; 57;21449.0
36520;01/06/06;25;0;14; 57;6025.0
36545;01/09/07;123;0;33; 57;29643.0
36558;27/10/05;79;0;37; 57;19039.0
36560;05/09/08;90;0;7; 57;21690.0
36585;26/10/10;100;0;12; 57;24100.0
36675;08/04/10;163;0;20; 57;39283.0
36694;30/12/07;192;0;13; 57;46272.0
36777;20/03/05;114;0;31; 57;27474.0
36866;09/09/09;130;0;36; 57;31330.0
36971;29/05/10;17;0;38; 57;4097.0
37023;15/05/07;151;0;26; 57;36391.0
37106;24/11/06;102;0;8; 57;24582.0
37197;19/05/09;174;0;19; 57;41934.0
37252;11/07/09;174;0;3; 57;41934.0
37341;21/07/05;21;0;7; 57;5061.0
37348;10/08/09;79;0;36; 57;19039.0
37370;19/05/06;87;0;8; 57;20967.0
37372;10/10/07;184;0;39; 57;44344.0
37381;28/09/07;151;0;13; 57;36391.0
37519;18/12/06;13;0;30; 57;3133.0
37658;24/10/08;197;0;25; 57;47477.0
37672;14/09/07;172;0;31; 57;41452.0
37704;28/06/05;98;0;26; 57;23618.0
37891;24/03/09;17;0;2; 57;4097.0
37895;02/11/05;151;0;22; 57;36391.0
37978;22/10/10;73;0;33; 57;17593.0
38021;02/02/06;66;0;24; 57;15906.0
38210;05/09/06;118;0;28; 57;28438.0
38232;13/01/08;72;0;37; 57;17352.0
38270;24/06/06;106;0;19; 57;25546.0
38310;18/09/10;97;0;27; 57;23377.0
38418;18/06/08;83;0;11; 57;20003.0
38443;26/05/07;85;0;34; 57;20485.0
38535;11/05/06;121;0;24; 57;29161.0
38556;01/07/09;167;0;27; 57;40247.0
38590;20/02/07;23;0;2; 57;5543.0
38669;25/10/05;67;0;29; 57;16147.0
38762;08/07/08;29;0;12; 57;6989.0
38783;26/08/10;109;0;18; 57;26269.0
38856;12/11/09;116;0;40; 57;27956.0
38859;29/07/10;66;0;18; 57;15906.0
38924;09/08/10;168;0;30; 57;40488.0
38940;31/03/05;49;0;32; 57;11809.0
38982;07/05/08;75;0;28; 57;18075.0
39145;11/09/05;93;0;24; 57;22413.0
39224;28/01/09;135;0;1; 57;32535.0
39244;21/11/06;180;0;13; 57;43380.0
39245;26/10/06;162;0;32; 57;39042.0
39264;04/03/07;165;0;20; 57;39765.0
39284;18/01/10;10;0;4; 57;2410.0
39333;09/02/08;178;0;14; 57;42898.0
39506;15/12/07;148;0;21; 57;35668.0
39557;16/06/09;92;0;34; 57;22172.0
39698;29/05/08;199;0;2; 57;47959.0
39724;15/01/09;17;0;31; 57;4097.0
39742;20/08/10;107;0;5; 57;25787.0
39767;14/02/08;67;0;23; 57;16147.0
39909;04/01/10;161;0;35; 57;38801.0
40035;21/08/06;182;0;18; 57;43862.0
40054;29/07/09;134;0;24; 57;32294.0
40072;16/02/06;186;0;23; 57;44826.0
40084;30/06/07;162;0;7; 57;39042.0
40131;18/08/05;182;0;5; 57;43862.0
40158;16/04/05;164;0;14; 57;39524.0
40203;25/01/07;99;0;21; 57;23859.0
40221;02/02/06;24;0;31; 57;5784.0
40243;20/08/06;179;0;16; 57;43139.0
40328;22/07/08;51;0;4; 57;12291.0
40364;06/12/09;36;0;23; 57;8676.0
40370;02/07/05;122;0;15; 57;29402.0
40474;22/09/09;186;0;3; 57;44826.0
40492;21/06/10;181;0;37; 57;43621.0
40700;18/08/05;124;0;36; 57;29884.0
40738;14/11/09;200;0;23; 57;48200.0
40758;12/04/07;186;0;36; 57;44826.0
40763;27/07/10;142;0;24; 57;34222.0
40786;10/06/07;123;0;24; 57;29643.0
40983;18/07/06;36;0;28; 57;8676.0
40985;01/06/07;123;0;5; 57;29643.0
41151;07/12/08;86;0;40; 57;20726.0
41267;16/07/07;92;0;9; 57;22172.0
41306;13/12/05;178;0;2; 57;42898.0
41347;26/02/05;182;0;39; 57;43862.0
41528;24/06/10;173;0;33; 57;41693.0
41614;05/11/05;52;0;31; 57;12532.0
41619;27/04/09;74;0;23; 57;17834.0
41725;04/07/08;126;0;1; 57;30366.0
41796;20/10/09;43;0;2; 57;10363.0
41826;02/04/08;82;0;2; 57;19762.0
41864;18/09/09;34;0;25; 57;8194.0
41933;28/10/07;12;0;3; 57;2892.0
42055;25/11/09;138;0;8; 57;33258.0
42151;23/09/08;57;0;38; 57;13737.0
42214;12/05/07;154;0;7; 57;37114.0
42282;08/06/07;165;0;17; 57;39765.0
42505;25/05/10;34;0;5; 57;8194.0
42574;24/01/10;179;0;1; 57;43139.0
42800;06/06/10;177;0;3; 57;42657.0
42826;03/10/10;87;0;26; 57;20967.0
42851;27/08/07;112;0;36; 57;26992.0
42905;21/11/07;160;0;17; 57;38560.0
42943;06/05/09;72;0;4; 57;17352.0
43300;22/10/07;121;0;39; 57;29161.0
43320;01/07/06;100;0;15; 57;24100.0
43326;27/09/06;128;0;37; 57;30848.0
43372;09/01/07;181;0;34; 57;43621.0
43582;29/04/05;36;0;7; 57;8676.0
43631;18/12/09;91;0;22; 57;21931.0
43647;08/01/10;59;0;25; 57;14219.0
43678;02/08/07;147;0;37; 57;35427.0
43822;02/07/06;152;0;4; 57;36632.0
43867;21/08/09;30;0;16; 57;7230.0
43880;28/02/08;179;0;33; 57;43139.0
43886;22/01/08;134;0;21; 57;32294.0
43899;27/10/10;38;0;39; 57;9158.0
44105;14/12/07;155;0;26; 57;37355.0
44141;14/08/05;94;0;13; 57;22654.0
44223;10/03/09;167;0;7; 57;40247.0
44319;01/07/08;31;0;26; 57;7471.0
44516;06/12/06;67;0;2; 57;16147.0
44531;09/11/07;54;0;5; 57;13014.0
44638;19/02/05;192;0;20; 57;46272.0
44643;04/08/10;152;0;30; 57;36632.0
44668;05/02/05;185;0;9; 57;44585.0
44729;01/10/08;62;0;18; 57;14942.0
44749;03/03/05;183;0;26; 57;44103.0
44829;06/06/07;153;0;38; 57;36873.0
44862;20/02/08;67;0;12; 57;16147.0
44884;20/10/06;33;0;33; 57;7953.0
44973;17/07/09;126;0;35; 57;30366.0
44987;23/10/05;146;0;10; 57;35186.0
45108;17/10/07;63;0;5; 57;15183.0
45185;22/04/05;18;0;21; 57;4338.0
45212;08/11/07;143;0;14; 57;34463.0
45235;02/04/09;68;0;13; 57;16388.0
45264;28/07/06;164;0;39; 57;39524.0
45293;20/10/08;147;0;37; 57;35427.0
45360;13/06/10;121;0;24; 57;29161.0
45496;15/05/10;173;0;10; 57;41693.0
45674;30/11/06;164;0;21; 57;39524.0
45770;25/04/07;58;0;14; 57;13978.0
45775;22/04/08;133;0;29; 57;32053.0
45869;31/10/08;95;0;21; 57;22895.0
46070;02/10/09;105;0;10; 57;25305.0
46156;01/07/09;67;0;18; 57;16147.0
46185;01/07/08;13;0;40; 57;3133.0
46209;29/03/10;31;0;25; 57;7471.0
46249;11/03/10;92;0;18; 57;22172.0
46251;18/07/05;27;0;16; 57;6507.0
46261;06/10/05;182;0;3; 57;43862.0
46316;17/10/06;48;0;38; 57;11568.0
46496;25/08/09;31;0;11; 57;7471.0
46547;17/09/06;93;0;16; 57;22413.0
46647;20/03/10;40;0;18; 57;9640.0
46682;24/10/06;156;0;21; 57;37596.0
46837;07/10/09;84;0;24; 57;20244.0
46971;08/06/07;48;0;19; 57;11568.0
46989;19/11/07;105;0;29; 57;25305.0
47015;22/02/09;102;0;34; 57;24582.0
47085;12/06/09;94;0;1; 57;22654.0
47274;17/10/05;72;0;17; 57;17352.0
47330;19/05/09;183;0;28; 57;44103.0
47556;05/08/08;119;0;18; 57;28679.0
47598;22/07/07;184;0;28; 57;44344.0
47618;03/06/05;183;0;13; 57;44103.0
47775;08/07/07;170;0;6; 57;40970.0
47832;02/10/09;121;0;36; 57;29161.0
47842;03/04/10;41;0;7; 57;9881.0
47890;02/12/09;99;0;18; 57;23859.0
47948;20/03/09;66;0;7; 57;15906.0
47991;02/11/06;187;0;27; 57;45067.0
48154;29/06/05;177;0;10; 57;42657.0
48165;05/03/05;108;0;4; 57;26028.0
48223;30/08/08;30;0;16; 57;7230.0
48224;23/09/06;194;0;30; 57;46754.0
48249;25/07/10;79;0;1; 57;19039.0
48260;21/05/08;71;0;7; 57;17111.0
48284;30/04/08;57;0;36; 57;13737.0
48301;09/08/08;140;0;22; 57;33740.0
48359;14/09/09;135;0;3; 57;32535.0
48361;21/05/05;190;0;10; 57;45790.0
48399;14/01/10;57;0;35; 57;13737.0
48491;07/04/06;81;0;9; 57;19521.0
48560;29/07/05;35;0;14; 57;8435.0
48585;17/11/07;198;0;28; 57;47718.0
48595;29/06/09;128;0;19; 57;30848.0
48632;25/05/10;128;0;27; 57;30848.0
48661;18/02/09;28;0;4; 57;6748.0
48751;01/03/05;64;0;9; 57;15424.0
48762;15/03/06;29;0;29; 57;6989.0
48806;04/01/10;146;0;33; 57;35186.0
48979;21/03/05;24;0;5; 57;5784.0
49149;14/05/07;141;0;38; 57;33981.0
49192;29/11/08;122;0;33; 57;29402.0
49225;04/07/06;163;0;23; 57;39283.0
49255;24/09/09;31;0;35; 57;7471.0
49389;04/03/05;136;0;38; 57;32776.0
49423;22/05/10;21;0;17; 57;5061.0
49442;01/10/05;185;0;3; 57;44585.0
49498;05/12/07;116;0;5; 57;27956.0
49523;23/03/07;170;0;18; 57;40970.0
49531;13/01/07;48;0;11; 57;11568.0
49580;14/06/08;155;0;36; 57;37355.0
49594;07/09/09;152;0;40; 57;36632.0
49655;29/04/10;56;0;31; 57;13496.0
49787;11/07/10;56;0;31; 57;13496.0
49919;08/07/07;105;0;22; 57;25305.0
49965;06/06/08;188;0;6; 57;45308.0
49970;11/06/07;21;0;32; 57;5061.0
49996;22/11/05;131;0;10; 57;31571.0
50062;14/07/08;97;0;25; 57;23377.0
50073;07/01/07;89;0;33; 57;21449.0
50137;04/02/09;154;0;10; 57;37114.0
50159;28/11/09;96;0;12; 57;23136.0
50219;24/11/08;162;0;39; 57;39042.0
50235;28/02/09;27;0;2; 57;6507.0
50274;27/02/05;138;0;19; 57;33258.0
50319;02/05/08;57;0;19; 57;13737.0
50366;30/10/09;137;0;23; 57;33017.0
50380;19/12/09;113;0;25; 57;27233.0
50399;21/03/05;145;0;36; 57;34945.0
50501;14/03/07;175;0;14; 57;42175.0
50504;28/03/08;11;0;26; 57;2651.0
50582;15/06/06;83;0;20; 57;20003.0
50754;30/11/09;28;0;36; 57;6748.0
50808;26/07/07;47;0;33; 57;11327.0
50829;20/02/05;75;0;21; 57;18075.0
50967;23/04/09;113;0;1; 57;27233.0
51054;02/10/10;193;0;13; 57;46513.0
51227;19/07/05;200;0;36; 57;48200.0
51287;11/04/08;111;0;3; 57;26751.0
51387;24/05/06;109;0;28; 57;26269.0
51660;11/07/05;121;0;34; 57;29161.0
51730;05/11/09;186;0;16; 57;44826.0
51777;05/09/07;105;0;21; 57;25305.0
51886;02/03/09;45;0;17; 57;10845.0
51983;14/10/06;198;0;35; 57;47718.0
52067;19/12/06;73;0;11; 57;17593.0
52096;19/04/07;86;0;24; 57;20726.0
52191;28/08/10;105;0;20; 57;25305.0
52307;21/11/07;144;0;21; 57;34704.0
52326;01/01/08;143;0;6; 57;34463.0
52393;02/07/10;165;0;23; 57;39765.0
52563;10/06/06;190;0;7; 57;45790.0
52645;08/04/06;24;0;13; 57;5784.0
52659;22/02/06;128;0;37; 57;30848.0
52908;02/02/08;139;0;4; 57;33499.0
53002;21/09/05;75;0;24; 57;18075.0
53004;28/10/08;111;0;23; 57;26751.0
53055;25/06/07;27;0;33; 57;6507.0
53085;25/06/10;73;0;5; 57;17593.0
53158;20/10/07;96;0;20; 57;23136.0
53194;29/12/05;121;0;2; 57;29161.0
53239;29/12/08;39;0;22; 57;9399.0
53357;26/10/06;37;0;20; 57;8917.0
53390;24/08/05;80;0;14; 57;19280.0
53462;05/07/09;64;0;17; 57;15424.0
53536;26/08/06;102;0;11; 57;24582.0
53674;09/01/07;180;0;4; 57;43380.0
53725;10/03/07;35;0;37; 57;8435.0
53749;23/03/08;85;0;14; 57;20485.0
53817;21/12/06;29;0;7; 57;6989.0
53821;01/12/06;193;0;37; 57;46513.0
53838;17/02/09;155;0;20; 57;37355.0
53861;13/04/06;124;0;2; 57;29884.0
53867;31/05/09;112;0;20; 57;26992.0
53975;26/08/07;199;0;39; 57;47959.0
53995;19/11/09;138;0;2; 57;33258.0
54317;27/01/05;187;0;31; 57;45067.0
54325;24/02/10;143;0;3; 57;34463.0
54401;26/04/07;136;0;39; 57;32776.0
54424;07/06/10;179;0;30; 57;43139.0
54473;13/06/07;194;0;17; 57;46754.0
54552;17/03/09;76;0;34; 57;18316.0
54577;04/09/10;188;0;3; 57;45308.0
54599;26/12/05;146;0;26; 57;35186.0
54644;08/07/06;182;0;22; 57;43862.0
54672;24/01/05;85;0;37; 57;20485.0
54773;24/11/06;54;0;5; 57;13014.0
54819;16/05/07;107;0;19; 57;25787.0
54935;04/01/09;184;0;4; 57;44344.0
54996;10/01/06;11;0;1; 57;2651.0
55127;02/01/07;48;0;19; 57;11568.0
55168;04/04/09;140;0;13; 57;33740.0
55207;27/01/08;193;0;26; 57;46513.0
55208;02/01/09;101;0;19; 57;24341.0
55230;21/04/10;150;0;11; 57;36150.0
55452;22/12/05;136;0;21; 57;32776.0
55530;19/08/10;93;0;26; 57;22413.0
45;19/08/05;23;0;11; 58;5336.0
88;01/11/06;133;0;36; 58;30856.0
220;26/02/09;152;0;26; 58;35264.0
247;09/11/07;85;0;35; 58;19720.0
252;06/10/10;173;0;25; 58;40136.0
266;05/03/10;167;0;26; 58;38744.0
293;11/12/07;165;0;22; 58;38280.0
343;25/08/09;119;0;21; 58;27608.0
357;12/03/05;175;0;20; 58;40600.0
373;28/03/09;56;0;14; 58;12992.0
421;05/11/06;100;0;1; 58;23200.0
431;11/11/08;22;0;15; 58;5104.0
486;26/05/05;99;0;21; 58;22968.0
510;24/06/08;106;0;29; 58;24592.0
539;20/03/05;40;0;26; 58;9280.0
555;15/12/08;152;0;9; 58;35264.0
658;11/06/05;139;0;3; 58;32248.0
779;06/11/08;146;0;37; 58;33872.0
828;23/09/05;196;0;2; 58;45472.0
911;04/06/07;61;0;15; 58;14152.0
939;08/06/06;194;0;34; 58;45008.0
967;22/02/06;187;0;15; 58;43384.0
985;19/08/08;99;0;31; 58;22968.0
1011;27/09/09;116;0;35; 58;26912.0
1073;18/06/05;157;0;7; 58;36424.0
1116;01/08/09;185;0;4; 58;42920.0
1198;08/07/07;157;0;10; 58;36424.0
1252;14/05/10;138;0;11; 58;32016.0
1284;06/01/10;159;0;19; 58;36888.0
1324;14/10/06;133;0;3; 58;30856.0
1398;12/08/09;123;0;21; 58;28536.0
1425;26/11/05;162;0;6; 58;37584.0
1435;11/12/06;156;0;31; 58;36192.0
1481;30/11/06;53;0;20; 58;12296.0
1633;22/05/09;168;0;39; 58;38976.0
1714;05/05/08;138;0;39; 58;32016.0
1736;30/12/09;156;0;18; 58;36192.0
1766;06/03/06;123;0;35; 58;28536.0
1828;28/07/09;124;0;7; 58;28768.0
1876;04/12/07;196;0;21; 58;45472.0
1914;26/12/06;31;0;34; 58;7192.0
1917;11/09/06;78;0;19; 58;18096.0
1924;08/09/06;199;0;15; 58;46168.0
1939;28/03/05;52;0;27; 58;12064.0
2096;19/07/09;97;0;18; 58;22504.0
2105;14/05/08;27;0;29; 58;6264.0
2156;27/04/09;52;0;24; 58;12064.0
2380;10/09/06;74;0;23; 58;17168.0
2516;23/11/09;72;0;33; 58;16704.0
2540;20/01/06;78;0;39; 58;18096.0
2714;14/07/08;30;0;11; 58;6960.0
2740;04/07/05;133;0;33; 58;30856.0
2832;28/10/05;61;0;28; 58;14152.0
2835;28/10/08;30;0;28; 58;6960.0
2862;11/05/08;192;0;2; 58;44544.0
2884;18/08/09;18;0;10; 58;4176.0
2906;12/02/07;173;0;23; 58;40136.0
2908;25/05/07;127;0;20; 58;29464.0
3017;17/01/06;108;0;13; 58;25056.0
3035;31/10/05;89;0;32; 58;20648.0
3149;10/10/09;141;0;30; 58;32712.0
3217;21/10/10;86;0;35; 58;19952.0
3259;10/09/06;107;0;12; 58;24824.0
3280;03/04/07;136;0;29; 58;31552.0
3296;07/10/06;14;0;24; 58;3248.0
3402;09/02/08;136;0;40; 58;31552.0
3422;25/12/05;136;0;33; 58;31552.0
3527;05/02/07;139;0;18; 58;32248.0
3561;03/11/08;165;0;32; 58;38280.0
3796;02/11/09;66;0;34; 58;15312.0
3813;28/10/07;176;0;40; 58;40832.0
3817;22/11/07;190;0;36; 58;44080.0
3880;13/04/07;17;0;17; 58;3944.0
3885;13/04/09;65;0;17; 58;15080.0
3964;15/09/10;130;0;16; 58;30160.0
3998;07/09/07;31;0;37; 58;7192.0
4081;07/04/06;169;0;26; 58;39208.0
4100;16/03/09;112;0;37; 58;25984.0
4107;26/02/06;94;0;13; 58;21808.0
4122;09/08/09;122;0;30; 58;28304.0
4204;07/03/09;85;0;20; 58;19720.0
4208;16/02/09;98;0;9; 58;22736.0
4218;30/07/08;24;0;33; 58;5568.0
4259;15/03/05;16;0;8; 58;3712.0
4262;07/05/07;119;0;8; 58;27608.0
4395;20/05/09;17;0;3; 58;3944.0
4754;24/08/07;171;0;35; 58;39672.0
4809;27/02/06;143;0;22; 58;33176.0
4925;29/03/08;71;0;35; 58;16472.0
4931;23/09/06;20;0;2; 58;4640.0
4988;14/12/09;132;0;24; 58;30624.0
5097;27/11/09;92;0;30; 58;21344.0
5141;24/11/07;50;0;38; 58;11600.0
5153;16/01/09;108;0;3; 58;25056.0
5183;30/09/09;197;0;27; 58;45704.0
5197;26/12/05;165;0;40; 58;38280.0
5225;15/09/05;56;0;26; 58;12992.0
5255;18/05/08;162;0;28; 58;37584.0
5272;11/06/06;35;0;9; 58;8120.0
5322;02/06/08;184;0;1; 58;42688.0
5424;28/04/10;189;0;5; 58;43848.0
5562;05/07/07;35;0;6; 58;8120.0
5776;15/02/08;145;0;13; 58;33640.0
5853;10/09/07;188;0;33; 58;43616.0
5861;17/05/09;33;0;6; 58;7656.0
5908;01/04/09;156;0;33; 58;36192.0
5910;01/04/07;94;0;33; 58;21808.0
5913;13/09/06;76;0;4; 58;17632.0
5958;27/04/09;27;0;11; 58;6264.0
6073;21/05/07;92;0;9; 58;21344.0
6075;01/02/09;67;0;12; 58;15544.0
6180;27/02/06;187;0;26; 58;43384.0
6192;22/03/06;30;0;31; 58;6960.0
6342;25/08/10;137;0;1; 58;31784.0
6380;10/01/08;121;0;21; 58;28072.0
6419;26/03/05;128;0;32; 58;29696.0
6437;23/02/09;63;0;17; 58;14616.0
6454;28/12/07;58;0;35; 58;13456.0
6603;22/10/08;35;0;8; 58;8120.0
6702;02/06/08;59;0;22; 58;13688.0
6711;01/08/08;40;0;4; 58;9280.0
6730;03/05/10;135;0;28; 58;31320.0
6789;27/06/10;155;0;19; 58;35960.0
6823;13/05/10;29;0;38; 58;6728.0
6933;30/06/08;115;0;20; 58;26680.0
7096;02/03/06;148;0;19; 58;34336.0
7102;29/08/08;12;0;25; 58;2784.0
7127;30/04/05;69;0;25; 58;16008.0
7162;23/05/06;137;0;29; 58;31784.0
7205;15/01/09;121;0;18; 58;28072.0
7214;02/07/07;88;0;31; 58;20416.0
7252;24/09/07;61;0;31; 58;14152.0
7264;24/09/07;28;0;25; 58;6496.0
7489;31/05/06;20;0;17; 58;4640.0
7531;15/11/08;32;0;32; 58;7424.0
7580;24/01/08;172;0;1; 58;39904.0
7653;31/01/07;11;0;7; 58;2552.0
7735;25/02/10;83;0;28; 58;19256.0
7779;25/07/06;79;0;4; 58;18328.0
7858;09/05/07;91;0;25; 58;21112.0
7907;14/07/09;189;0;37; 58;43848.0
7927;20/01/08;93;0;15; 58;21576.0
7940;22/01/06;60;0;31; 58;13920.0
8040;16/09/06;85;0;5; 58;19720.0
8059;18/10/10;48;0;30; 58;11136.0
8060;17/02/07;91;0;17; 58;21112.0
8126;18/05/09;165;0;29; 58;38280.0
8195;17/04/08;14;0;24; 58;3248.0
8229;02/02/09;87;0;23; 58;20184.0
8259;20/03/05;199;0;6; 58;46168.0
8296;09/01/10;143;0;34; 58;33176.0
8389;16/10/07;28;0;9; 58;6496.0
8491;27/03/10;111;0;38; 58;25752.0
8513;08/10/10;197;0;19; 58;45704.0
8540;11/10/09;82;0;6; 58;19024.0
8792;26/08/05;190;0;21; 58;44080.0
8902;09/10/08;26;0;35; 58;6032.0
8915;10/01/06;66;0;8; 58;15312.0
8928;24/01/07;37;0;32; 58;8584.0
8962;25/05/06;67;0;21; 58;15544.0
8994;31/03/05;37;0;35; 58;8584.0
9036;15/05/09;19;0;4; 58;4408.0
9179;24/10/05;179;0;34; 58;41528.0
9191;26/04/06;154;0;19; 58;35728.0
9229;30/01/08;81;0;33; 58;18792.0
9258;13/07/07;13;0;2; 58;3016.0
9349;05/10/10;68;0;24; 58;15776.0
9387;23/06/07;69;0;19; 58;16008.0
9388;25/01/05;13;0;25; 58;3016.0
9469;01/04/05;163;0;37; 58;37816.0
9559;25/07/06;96;0;23; 58;22272.0
9587;30/05/06;112;0;1; 58;25984.0
9594;25/12/08;200;0;23; 58;46400.0
9607;06/03/07;78;0;16; 58;18096.0
9728;04/12/07;21;0;31; 58;4872.0
9731;31/03/09;91;0;3; 58;21112.0
9815;06/10/10;96;0;15; 58;22272.0
9861;22/09/06;177;0;33; 58;41064.0
9997;22/04/09;197;0;5; 58;45704.0
10022;29/01/06;92;0;36; 58;21344.0
10032;16/10/08;105;0;24; 58;24360.0
10088;22/11/06;34;0;2; 58;7888.0
10096;29/05/09;109;0;26; 58;25288.0
10156;29/01/07;149;0;2; 58;34568.0
10169;11/10/07;155;0;15; 58;35960.0
10184;09/02/07;198;0;1; 58;45936.0
10215;04/05/07;128;0;6; 58;29696.0
10394;13/09/07;96;0;25; 58;22272.0
10457;18/10/05;192;0;11; 58;44544.0
10483;12/06/07;14;0;14; 58;3248.0
10525;24/08/05;198;0;24; 58;45936.0
10529;18/12/09;120;0;3; 58;27840.0
10542;18/06/07;196;0;4; 58;45472.0
10719;20/09/08;140;0;2; 58;32480.0
10736;12/08/07;97;0;33; 58;22504.0
10745;22/04/09;75;0;22; 58;17400.0
10754;27/06/08;27;0;11; 58;6264.0
10796;02/08/07;199;0;1; 58;46168.0
10833;07/03/08;64;0;18; 58;14848.0
10834;07/03/09;42;0;18; 58;9744.0
10859;26/01/07;83;0;36; 58;19256.0
10912;14/02/10;127;0;5; 58;29464.0
10914;26/11/07;126;0;17; 58;29232.0
10934;17/12/05;55;0;10; 58;12760.0
10940;17/06/08;64;0;7; 58;14848.0
11082;10/11/06;182;0;2; 58;42224.0
11102;03/04/09;57;0;30; 58;13224.0
11111;08/01/07;147;0;40; 58;34104.0
11150;11/03/06;196;0;18; 58;45472.0
11294;04/06/07;134;0;11; 58;31088.0
11392;01/10/05;89;0;13; 58;20648.0
11473;12/04/10;152;0;15; 58;35264.0
11513;14/06/09;56;0;12; 58;12992.0
11565;10/07/07;84;0;38; 58;19488.0
11568;24/04/10;16;0;10; 58;3712.0
11576;30/04/10;132;0;12; 58;30624.0
11588;04/08/07;162;0;16; 58;37584.0
11668;23/05/08;170;0;33; 58;39440.0
11823;23/02/06;127;0;13; 58;29464.0
11935;06/10/05;119;0;16; 58;27608.0
11959;09/03/10;30;0;27; 58;6960.0
12033;09/01/06;58;0;17; 58;13456.0
12209;16/07/08;58;0;31; 58;13456.0
12246;10/02/08;56;0;33; 58;12992.0
12305;16/11/06;94;0;25; 58;21808.0
12348;15/12/09;95;0;4; 58;22040.0
12364;20/07/05;57;0;28; 58;13224.0
12419;27/03/08;199;0;5; 58;46168.0
12437;01/12/09;147;0;1; 58;34104.0
12545;23/12/07;40;0;34; 58;9280.0
12658;08/04/08;19;0;16; 58;4408.0
12673;22/05/08;180;0;21; 58;41760.0
12690;27/09/09;174;0;14; 58;40368.0
12761;03/04/08;166;0;7; 58;38512.0
12824;29/09/09;106;0;12; 58;24592.0
12825;29/09/07;79;0;12; 58;18328.0
12935;01/04/06;30;0;40; 58;6960.0
13027;27/09/09;22;0;2; 58;5104.0
13030;19/02/06;193;0;24; 58;44776.0
13105;06/09/09;75;0;37; 58;17400.0
13117;16/04/06;12;0;27; 58;2784.0
13144;13/09/10;59;0;34; 58;13688.0
13242;03/08/10;12;0;12; 58;2784.0
13268;18/03/10;161;0;1; 58;37352.0
13378;17/09/10;165;0;10; 58;38280.0
13540;12/09/07;53;0;7; 58;12296.0
13582;17/04/09;168;0;3; 58;38976.0
13690;28/11/06;31;0;21; 58;7192.0
13715;15/12/09;170;0;35; 58;39440.0
13739;08/09/05;29;0;5; 58;6728.0
13816;10/11/09;54;0;29; 58;12528.0
13936;02/06/06;56;0;24; 58;12992.0
14009;11/04/05;96;0;40; 58;22272.0
14072;24/06/07;74;0;12; 58;17168.0
14090;31/08/05;164;0;2; 58;38048.0
14138;23/10/07;49;0;37; 58;11368.0
14259;13/05/05;149;0;2; 58;34568.0
14416;10/12/09;45;0;13; 58;10440.0
14467;13/02/09;62;0;30; 58;14384.0
14616;19/06/08;105;0;7; 58;24360.0
14753;05/09/06;155;0;12; 58;35960.0
14798;19/11/07;72;0;39; 58;16704.0
14846;16/08/09;101;0;26; 58;23432.0
14876;21/10/10;57;0;8; 58;13224.0
14884;24/11/08;85;0;15; 58;19720.0
14930;21/06/09;187;0;12; 58;43384.0
14955;04/09/07;15;0;13; 58;3480.0
15068;04/09/08;129;0;37; 58;29928.0
15091;04/06/10;113;0;10; 58;26216.0
15100;16/12/09;168;0;37; 58;38976.0
15178;25/09/08;27;0;3; 58;6264.0
15190;22/12/08;176;0;25; 58;40832.0
15235;21/05/07;22;0;15; 58;5104.0
15274;12/07/10;157;0;5; 58;36424.0
15539;12/08/07;99;0;14; 58;22968.0
15651;24/07/07;184;0;17; 58;42688.0
15757;10/12/05;83;0;20; 58;19256.0
15905;18/04/05;50;0;9; 58;11600.0
16077;17/11/09;94;0;35; 58;21808.0
16090;02/05/09;119;0;3; 58;27608.0
16103;23/04/05;171;0;29; 58;39672.0
16119;08/03/07;139;0;36; 58;32248.0
16125;16/01/06;91;0;2; 58;21112.0
16176;21/03/09;88;0;12; 58;20416.0
16185;31/03/09;103;0;8; 58;23896.0
16340;21/09/08;115;0;7; 58;26680.0
16420;01/04/06;106;0;16; 58;24592.0
16425;12/05/09;64;0;35; 58;14848.0
16606;31/07/09;15;0;32; 58;3480.0
16630;17/09/10;143;0;2; 58;33176.0
16631;14/04/09;192;0;12; 58;44544.0
16648;18/07/10;138;0;38; 58;32016.0
16676;24/08/06;42;0;17; 58;9744.0
16712;10/11/09;49;0;32; 58;11368.0
16720;21/10/05;26;0;9; 58;6032.0
16756;25/06/07;137;0;27; 58;31784.0
16808;20/04/08;164;0;39; 58;38048.0
16984;18/12/07;88;0;14; 58;20416.0
17019;31/10/09;24;0;16; 58;5568.0
17026;08/10/08;191;0;8; 58;44312.0
